refcode,total_charge,multiplicity,splitting,HOMO_eV,LUMO_eV,gap_eV,dipole_moment_Debye
MIJPAZ,0,1,58.74,-4.6667,-1.5585,3.1082,2.0472
MIJSOP,0,4,12.27,-4.8864,-3.3019,1.5845,4.64227
MIJVAE,0,3,-28.97,-4.6247,-2.279,2.3457,13.51385
MIKROO,0,1,62.68,-4.8755,-2.4865,2.389,11.79389
MIMGIY,0,1,51.44,-5.1635,-0.866,4.2975,2.25726
MINNAZ,0,1,35.48,-4.745,-1.5034,3.2416,15.68459
MINWIR,0,5,-38.68,-4.3224,-3.0555,1.2669,10.9694
MIPYOA,0,1,103.87,-5.4118,-2.0155,3.3963,2.39404
MIRVEP,0,5,-65.13,-4.482,-0.9116,3.5704,0.0001
MIVGIH,-2,3,-30.55,1.9957,4.2723,2.2766,0.02252
MIVGUV,0,6,-39.24,-6.5384,-3.7518,2.7866,10.7241
MIZSEV,0,6,-68.72,-4.5906,-0.8528,3.7378,9.09558
MNMTBH,0,5,-40.21,-4.0616,-2.4271,1.6345,4.65825
MOBKET,0,6,-41.87,-6.3895,-3.5983,2.7912,13.40788
MOCMAT,-1,4,10.53,-1.9172,0.7007,2.6179,10.46512
MODREE,0,3,-26.91,-5.7596,-2.8949,2.8647,3.61291
MOFMAV,0,5,-40.45,-4.5318,-1.9374,2.5944,3.75216
MOHFUM,1,4,-11.69,-8.1125,-5.898,2.2145,8.54235
MOHWOW,0,1,25.85,-3.3643,-0.4438,2.9205,2.74399
MOHWUC,0,1,36.66,-4.2742,-0.7487,3.5255,2.83382
MOMCIB,0,4,-12.99,-3.8174,-2.0071,1.8103,6.57781
MOMXUJ,0,6,-25.87,-5.4115,-3.424,1.9875,9.96929
MONTIU,0,5,-43.85,-3.8912,-3.1906,0.7006,12.05399
MONZEU,0,4,-11.75,-5.0182,-2.4481,2.5701,3.61877
MOPSUF,0,1,90.88,-4.5975,-0.8523,3.7452,6.45218
MORDOM,0,1,32.9,-4.9497,-2.0187,2.931,5.75951
MOTCMN,0,5,-43.71,-4.1815,-3.2492,0.9323,1.86786
MOWVOK,0,3,16.95,-3.8089,-1.2595,2.5494,6.39401
MOZRIC,0,5,-35.06,-4.6678,-2.7853,1.8825,7.23398
MTACNI,0,1,24.19,-4.994,-2.1698,2.8242,1.95961
MTCBFE,0,6,-14.78,-5.128,-2.9499,2.1781,3.60957
MTHUNI,0,3,-35.99,-4.088,-1.3561,2.7319,1e-05
MUCBIV,2,6,-52.67,-11.9862,-7.6309,4.3553,3.47692
MUDMIJ,-2,6,-70.18,0.1571,4.4316,4.2745,0.89112
MUFXIU,0,3,-24.45,-5.4729,-2.8983,2.5746,6.0353
MUGYEU,0,4,-18.77,-4.5446,-2.5358,2.0088,8.50514
MUGYIY,0,4,-16.06,-4.2699,-2.0735,2.1964,7.16175
MUJZUM,0,6,-32.66,-6.1407,-3.9713,2.1694,9.93716
MUKGUU,-1,2,31.07,-2.6872,-1.7533,0.9339,0.44943
MUKJOS,-1,2,71.88,-3.9107,-2.1717,1.739,2e-05
MULJIM,0,1,56.43,-5.7618,-3.5403,2.2215,6.4842
MUMPAL,-1,3,-25.37,-1.4591,1.3322,2.7913,11.98669
MUNLIQ,0,5,-56.62,-4.0899,-1.0236,3.0663,4.56208
MUQPOF,-2,5,-38.02,1.3106,3.1251,1.8145,0.20955
MUQQOE,0,5,-64.69,-3.7026,-1.6502,2.0524,5.51424
MUTVUU,0,3,-52.7,-4.9749,-1.8722,3.1027,1e-05
MUXVEJ,0,6,-65.81,-4.7916,-3.0372,1.7544,12.73065
NABDEZ,1,2,30.03,-7.1097,-4.8136,2.2961,3.22353
NABDID,1,2,24.37,-7.4867,-5.2471,2.2396,2.01155
NABFOL,1,2,33.91,-7.3804,-4.9848,2.3956,3.12271
NADLIO,0,6,-58.56,-4.6877,-1.2048,3.4829,12.4829
NADLOU,0,6,-58.73,-4.7513,-1.4819,3.2694,13.5597
NAFDAB,0,4,-26.95,-5.1998,-2.2943,2.9055,4.89374
NAFNEO,0,3,0.41,-3.3876,-1.0258,2.3618,1e-05
NAJKIS,2,1,75.22,-12.3982,-8.5808,3.8174,3.82152
NAKHEN,0,1,53.65,-5.3291,-1.4642,3.8649,0.51299
NAKWUS,0,1,107.46,-6.0879,-2.1001,3.9878,11.91176
NALPUL,0,1,71.22,-4.9039,-2.3382,2.5657,1.46607
NAMYOQ,0,3,-20.19,-4.418,-2.1497,2.2683,7.46371
NANJEU,0,4,-20.6,-5.0024,-2.3898,2.6126,11.35035
NANJUJ,-1,6,-24.82,-2.4507,-0.1931,2.2576,1.90697
NAPYFE10,2,5,-51.26,-10.0223,-7.7964,2.2259,0.41397
NAQQAY,0,2,104.1,-3.821,-2.0783,1.7427,1e-05
NASJAT,0,5,-50.52,-4.8099,-2.2365,2.5734,3.63866
NASJEX,0,5,-43.98,-4.2567,-1.8178,2.4389,6.08165
NAVVIQ,-2,4,-1.43,1.2273,3.547,2.3197,4.01274
NAYMUY,0,1,112.39,-5.1809,-0.85,4.3309,5.12223
NAZROW,0,5,-32.32,-4.0765,-2.1256,1.9509,11.42684
NAZRUC,0,5,-30.16,-4.0257,-2.2659,1.7598,12.48056
NCACON,2,1,57.04,-13.0919,-10.7457,2.3462,10.95286
NEBKIR,-1,1,80.52,-2.376,0.8672,3.2432,2.40367
NEDGIM,0,5,-49.03,-5.607,-3.5218,2.0852,14.86743
NEFQEU,1,3,-35.07,-8.4663,-5.3326,3.1337,9.74085
NEHDIO,1,1,46.75,-8.3602,-4.9725,3.3877,1.60855
NEHWIH,0,6,-52.6,-4.444,-1.2609,3.1831,1e-05
NEJBIN,-1,5,-45.31,-0.4627,1.0491,1.5118,7.49875
NELGOA,2,5,-61.13,-10.0171,-7.684,2.3331,0.00346
NEMXIN,0,2,55.44,-5.3572,-3.1803,2.1769,2.86713
NENNEA,1,3,-8.9,-8.0591,-5.0178,3.0413,7.70374
NENWEK,0,5,-61.75,-3.6823,-1.874,1.8083,14.23412
NEPMEC,-2,6,-80.73,0.9859,2.6071,1.6212,0.57439
NEPPIJ,-3,6,-20.95,2.2712,4.3088,2.0376,0.44209
NETCAT,0,6,-55.37,-4.0658,-2.3688,1.697,15.00729
NETTOX,0,3,-16.45,-4.7252,-2.2441,2.4811,3.89455
NEXYAS,-1,1,62.31,-2.0445,0.9065,2.951,6.04292
NEYJUY,0,5,-46.72,-3.443,-2.184,1.259,19.52392
NEYVUI,0,1,21.09,-4.423,-2.1354,2.2876,1.98414
NEYWOD,0,3,27.18,-4.4672,-2.8421,1.6251,0.26926
NEYWUJ,0,4,-16.86,-5.6364,-3.2697,2.3667,10.88144
NEZBIG,-2,3,-36.67,2.9166,4.9647,2.0481,0.00144
NEZGIJ,0,2,33.2,-5.1087,-1.9635,3.1452,4.98072
NEZPEQ,0,4,-21.06,-4.5924,-2.0615,2.5309,14.28177
NICFAH,-1,4,-19.4,-2.0514,1.4819,3.5333,4.79125
NIDMOE,0,5,-63.32,-4.6106,-2.2042,2.4064,9.2336
NIDTHC11,0,1,23.73,-4.8191,-2.0403,2.7788,0.28878
NIFWAB,0,1,47.19,-5.2856,-1.5651,3.7205,6.01685
NIHXEK,0,3,-36.47,-3.7697,-1.7307,2.039,7.84462
NIHYIP,0,3,-39.88,-3.6744,-1.7558,1.9186,7.81617
NIHZCH11,-1,3,-46.27,-1.7831,1.9122,3.6953,16.41955
NIJZEM,0,6,-57.22,-3.1237,-2.3135,0.8102,9.29602
NISBEW,0,1,64.03,-4.5585,-0.8184,3.7401,8.25324
NIVWOF,0,1,179.41,-5.9065,-1.3921,4.5144,2.15358
NIWTOC,-1,5,-41.15,-2.0691,0.6463,2.7154,5.40626
NOBHET,1,4,-33.98,-8.6016,-4.8433,3.7583,4.13982
NOFJOI,-1,6,-22.28,-2.0983,0.2172,2.3155,3.37581
NOGWIQ,0,4,-21.77,-5.4785,-2.1392,3.3393,7.42329
NOHKUQ,0,4,-42.24,-4.2354,-1.0569,3.1785,0.2679
NOJJAX,1,4,-20.45,-8.3859,-5.2524,3.1335,1.56033
NOKSOX,0,6,-48.76,-4.4736,-2.987,1.4866,12.08827
NONTIW,0,4,-20.08,-5.4485,-2.2265,3.222,6.56233
NONTUI,0,4,-15.91,-4.97,-2.9266,2.0434,5.37445
NONVEU,0,5,-49.88,-3.7399,-1.279,2.4609,6.26887
NONYUN,0,1,68.25,-3.3946,0.4057,3.8003,5.45878
NOPTES,0,3,-10.91,-5.3686,-2.9112,2.4574,12.73827
NOQTAP,0,3,-24.04,-5.5414,-3.7062,1.8352,12.89347
NOSHEI,0,1,47.76,-3.9976,-1.3051,2.6925,5.83391
NOTPUK,0,1,153.44,-6.4007,-2.2673,4.1334,3.57586
NOYCIN,2,4,-9.38,-11.8724,-9.4748,2.3976,0.84161
NOYJUG,-3,6,-18.14,4.9368,7.2185,2.2817,7.99823
NOZPAT,0,1,104.59,-5.8953,-2.657,3.2383,1.89526
NTMTUC,0,4,-19.31,-5.4108,-2.2103,3.2005,7.69695
NUKPAM01,0,5,-45.29,-4.0376,-2.7428,1.2948,2.52979
NUNTAR,0,6,-60.02,-5.148,-0.8042,4.3438,14.5004
NUNWUP,0,3,62.76,-4.8433,-3.1653,1.678,4.48416
NUPTAT,0,4,-21.99,-5.3457,-2.8589,2.4868,9.19746
NURPUN,1,3,-28.77,-7.0162,-3.7434,3.2728,2e-05
NUSMIY,-2,2,25.75,1.2055,3.0143,1.8088,18.46104
NUTHIU,0,4,-14.62,-4.6862,-2.2812,2.405,12.80423
NUYHOE,1,1,33.35,-7.685,-4.9718,2.7132,4.27878
NUZCUG,1,1,87.53,-8.3562,-5.2184,3.1378,1.20768
NUZSUX,0,5,-60.14,-4.5602,-2.7409,1.8193,8.79192
OBIMOC,0,4,-31.29,-4.8841,-2.0722,2.8119,10.79966
OBIVAX,2,1,35.76,-13.9467,-10.1114,3.8353,0.0
OBOFOC,2,1,65.61,-10.9775,-6.8863,4.0912,7.34095
OBOKAR,0,3,-40.55,-5.7071,-3.1124,2.5947,9.00211
OBOKOF,0,1,37.78,-5.3572,-2.071,3.2862,11.13044
OCOCFE,0,1,78.86,-4.8215,-1.0347,3.7868,1.0244
OCUJOL,0,5,-45.84,-3.9733,-2.516,1.4573,11.19404
ODIHOY,0,5,-48.17,-3.5703,-1.4467,2.1236,0.17803
ODOWUC,0,4,-13.09,-5.0267,-2.78,2.2467,17.46553
ODUXIX,0,5,-37.68,-4.1391,-1.9105,2.2286,9.16075
OEPHNI,0,3,-28.2,-5.5169,-3.0479,2.469,7.41338
OFANER,0,5,-17.08,-4.6272,-2.1597,2.4675,0.0
OFEXAA,-2,1,67.79,1.7114,6.6138,4.9024,0.0
OFINAT,2,4,-13.22,-12.5436,-9.3085,3.2351,0.0014
OFIXEI,0,4,-38.43,-5.052,-2.2438,2.8082,3.18621
OFUROX,0,1,39.28,-4.7042,-1.5579,3.1463,1.37988
OGEVUS,0,5,-45.16,-4.8503,-2.3882,2.4621,3.05756
OGUBOH,1,1,69.17,-8.2278,-5.8138,2.414,7.2469
OHUSEQ,0,1,19.96,-5.1247,-2.2115,2.9132,3.04513
OJEBUB,0,6,-54.35,-4.0909,-3.3034,0.7875,13.91803
OJUHAF,0,6,-56.88,-4.9852,-0.917,4.0682,2.61202
OKEMUO,0,6,-46.03,-3.8657,-1.8745,1.9912,1.58619
OLENAU,0,6,-91.24,-5.9119,-2.7396,3.1723,10.50903
OLIWUB,0,4,-11.56,-4.9631,-1.9293,3.0338,3e-05
OLOZAR,0,3,-16.63,-4.2575,-1.7932,2.4643,0.05573
OMANIB,0,2,33.7,-4.5748,-3.0093,1.5655,11.22004
OMIXAL,0,6,-38.71,-4.1053,-2.9564,1.1489,10.16566
OMUHAG,0,6,-64.57,-5.6944,-2.1038,3.5906,13.54395
ONAPOL,-1,6,-13.81,-2.5227,-1.0433,1.4794,7.34146
ONAXIM,0,2,28.34,-4.673,-2.9498,1.7232,7.30512
ONUQAR,0,5,-45.56,-4.5231,-2.2521,2.271,4.30951
OPAKUM,0,1,27.73,-3.7212,-1.6218,2.0994,7.45286
OQAKAV,0,1,71.69,-5.071,-2.0177,3.0533,6.80069
OQEDOE,0,4,-25.39,-4.9373,-2.6117,2.3256,8.8811
OQEPOR,0,3,-23.23,-4.3236,-1.6085,2.7151,1.33663
ORESUC,0,1,38.93,-4.7974,-1.7035,3.0939,4.52268
ORODOP,0,2,47.99,-5.6419,-3.5303,2.1116,5.49454
OROFEH,0,1,49.89,-5.029,-1.3113,3.7177,2.51173
ORUDUB,0,1,31.99,-4.6729,-1.8013,2.8716,4.24047
OSELOO,0,5,-18.44,-3.7266,-2.576,1.1506,12.59965
OTIQIT,0,1,37.54,-4.8084,-1.0707,3.7377,0.9931
OTOTEX,0,5,-50.26,-4.5256,-2.0418,2.4838,4.91102
OTOTIB,0,6,-30.21,-5.774,-3.7391,2.0349,5.52841
OVOJIU,0,1,131.81,-4.3404,-1.6377,2.7027,4.92384
OWIQER,0,1,54.45,-4.7634,-1.1666,3.5968,1.61271
OWOGUE,0,4,-38.75,-5.6548,-2.1723,3.4825,2.14513
OYIKOY,-1,5,-81.07,-0.5145,2.007,2.5215,9.71749
OYIKUE,-1,5,-54.65,-1.067,1.0413,2.1083,13.06267
OYILIT,-1,5,-52.63,-1.2696,0.9916,2.2612,11.26557
OYUKOK,0,5,-45.71,-4.6997,-2.1304,2.5693,7.61972
OZEDIH,3,2,42.96,-16.0141,-14.5696,1.4445,1e-05
OZIREV,0,5,-41.91,-3.2046,-0.6633,2.5413,8.54348
OZUSOT,0,6,-57.1,-4.8932,-3.6332,1.26,16.83813
PAACCO,0,1,47.48,-5.7223,-1.9277,3.7946,6.85948
PABZIC,2,2,47.16,-11.8575,-9.9391,1.9184,8.13202
PACHEI,0,6,-69.94,-4.4447,-1.2387,3.206,8.98533
PADJAH,0,6,-36.65,-5.1272,-3.9335,1.1937,20.05862
PAHMUJ,1,2,61.55,-8.6499,-5.8996,2.7503,7.72196
PAMSUT,-1,4,-37.44,-1.9726,-0.0626,1.91,11.10474
PANGER,0,3,-34.19,-4.9663,-1.8847,3.0816,0.00157
PARRUW,0,4,-15.95,-5.1157,-1.9496,3.1661,0.00955
PARSOR,0,3,-42.1,-5.7015,-2.8046,2.8969,8.63408
PASGIZ,1,3,-22.68,-8.1432,-5.8922,2.251,12.35087
PATACO10,2,1,62.22,-12.9116,-10.1941,2.7175,13.12991
PATQEG,0,3,-33.19,-5.4757,-2.7836,2.6921,9.18593
PAXVAM,0,5,-53.53,-5.1585,-3.0838,2.0747,9.89661
PAYHIG,0,5,-59.52,-4.0749,-1.0734,3.0015,5.94683
PAYVAO,2,6,-50.42,-11.1681,-7.6306,3.5375,0.0
PAZDUQ,0,4,-46.04,-5.7427,-1.7358,4.0069,13.06132
PAZPAI,2,3,-33.23,-10.903,-7.9683,2.9347,8.02557
PAZXAP,2,1,40.19,-11.041,-6.7922,4.2488,0.33587
PCTHFC,0,1,130.61,-5.545,-2.1244,3.4206,7.02871
PEHZOU,0,1,46.03,-4.1588,-1.2453,2.9135,4.12667
PEJCOZ,0,6,-56.66,-4.2355,-2.901,1.3345,9.70378
PEKPAW,2,3,-36.39,-12.2626,-8.6219,3.6407,2.72192
PEMENI,1,1,30.32,-7.4956,-5.2151,2.2805,10.64554
PEMSOP,0,1,167.19,-5.4153,-1.4711,3.9442,9.22132
PEMTAC,0,1,123.65,-4.4266,-1.4757,2.9509,9.82312
PENBUG,-1,3,18.05,-2.0481,0.3693,2.4174,0.86025
PENHOI,-1,5,-62.42,-2.5261,0.1679,2.694,3.60792
PEPPEI,0,3,22.47,-4.1351,-1.8992,2.2359,1.90859
PEQMEE,-2,1,34.38,1.5742,4.0994,2.5252,0.0
PERJIG,3,1,100.48,-14.2655,-10.7852,3.4803,3.57504
PEVHAC,1,3,9.49,-7.7146,-4.8896,2.825,1.30966
PEXKAF,2,1,57.61,-14.2829,-10.805,3.4779,7.60036
PEXKUB,0,3,-20.7,-5.2525,-2.9128,2.3397,8.46174
PIBPOH,1,3,-19.97,-7.5359,-5.1153,2.4206,6.11908
PIGDIS,1,3,-37.57,-8.5355,-5.4673,3.0682,8.3896
PIHWEI,0,6,-49.42,-4.505,-0.2483,4.2567,0.7247
PIKZIT,0,6,-45.07,-4.5,-1.6332,2.8668,0.15797
PIMMOQ,0,5,-27.17,-4.3436,-1.7331,2.6105,0.0
PINBUJ,2,3,-28.36,-11.9664,-9.3414,2.625,2.81313
PIQKOR,1,1,52.33,-8.6431,-5.8982,2.7449,6.72412
PITBUP,-1,4,-41.29,-0.9544,2.4951,3.4495,7.62464
PITHAD,2,4,-11.63,-13.3445,-10.1709,3.1736,0.0
PIVDAB,1,3,-39.19,-9.3007,-6.2369,3.0638,8.33524
PIVHUZ,0,4,-14.08,-5.3169,-2.9567,2.3602,7e-05
PIYYON,0,5,-35.75,-4.3814,-2.0722,2.3092,8.8503
PMCCOC,0,1,48.7,-4.8715,-1.3909,3.4806,3.74688
POBWUA,2,2,50.07,-12.2399,-9.4326,2.8073,3.24448
PODCIX,0,4,-20.34,-4.9178,-2.8704,2.0474,5.14861
POJHUT,0,3,-24.02,-5.3659,-3.3008,2.0651,8.70829
POJREL,0,6,-28.55,-6.1976,-3.4233,2.7743,11.31545
POPFEC10,0,1,120.94,-5.694,-1.9797,3.7143,3.97195
PORNES,0,4,-9.68,-5.0574,-2.8011,2.2563,10.94568
PORPOB,3,1,76.65,-17.4234,-13.6229,3.8005,0.60588
POWRID,0,4,-12.9,-4.8918,-3.9462,0.9456,20.70042
POWROJ,1,6,-52.11,-7.9141,-5.7676,2.1465,10.18186
PUCFID,0,1,76.52,-5.3289,-2.1457,3.1832,9.22888
PUCHOL,0,5,-58.96,-4.602,-2.2419,2.3601,2.18735
PUCHUR,0,2,26.28,-4.493,-2.1226,2.3704,3.13879
PUDPAG,0,4,-34.84,-5.0491,-2.5795,2.4696,4.01771
PUGLOS,1,1,58.07,-7.3654,-4.9238,2.4416,5.47054
PUHWUL,1,5,-43.61,-8.6879,-6.8095,1.8784,0.19924
PUJBAX,-2,5,-60.22,4.5231,7.4326,2.9095,5.35152
PUJSOC,1,1,29.89,-8.3628,-5.7363,2.6265,7.8901
PUKPUG,0,1,96.75,-5.1731,-1.9404,3.2327,7.26985
PUMQAQ,-2,4,-51.58,1.0632,4.3876,3.3244,1.07622
PUQJAM,-1,5,-22.06,-0.6747,1.6433,2.318,10.92311
PURCUA,0,5,-31.18,-4.6368,-2.4786,2.1582,2.38123
PUTTUT,1,1,62.79,-9.2712,-5.8229,3.4483,2.80281
PUTVAB,2,1,75.0,-11.9924,-8.8109,3.1815,2.79574
PUVLAV,0,5,-61.13,-4.7583,-3.1865,1.5718,9.66545
PUWMAX,1,1,48.13,-9.3679,-7.2523,2.1156,16.54192
PUXRAC,0,5,-46.96,-4.6245,-3.653,0.9715,10.74522
PUXVIO,0,4,-30.11,-4.8042,-2.2666,2.5376,5.92381
PUXVOU,0,5,-58.83,-4.458,-1.7025,2.7555,3.42867
PYESAF10,0,5,-30.75,-3.9606,-2.0126,1.948,6.93749
PYRMNC,0,1,134.02,-5.7561,-2.8025,2.9536,0.42922
QABMIP,1,1,21.87,-7.8301,-5.3827,2.4474,5.56099
QADJEK,0,4,-30.32,-4.825,-1.8517,2.9733,20.31824
QAFCEG,0,3,-32.14,-5.0782,-2.2665,2.8117,13.60076
QAFCOS,0,6,-47.41,-4.6374,-1.8276,2.8098,9.46078
QAFPAO,1,1,63.84,-8.8928,-6.3335,2.5593,9.03428
QAGCEG,-2,3,-38.31,1.2799,4.2524,2.9725,0.0
QAHQAT,1,1,31.94,-8.3726,-5.558,2.8146,8.45488
QAHWUT,0,1,25.2,-5.1706,-2.9094,2.2612,6.40933
QALDUD,0,3,-13.55,-5.5397,-2.6029,2.9368,10.2852
QANFOD,-1,3,20.85,-1.617,0.2391,1.8561,1e-05
QANMOK,0,2,20.72,-3.7378,-0.9383,2.7995,2.95723
QAQBIV,0,1,75.09,-6.1692,-1.9122,4.257,1.26392
QAQBOB,0,1,125.89,-6.024,-1.5084,4.5156,3.45972
QAQZEO,0,1,16.41,-4.4964,-2.1274,2.369,5.38816
QARMIF,1,1,73.81,-9.5305,-5.5051,4.0254,2.28481
QARPEF,0,6,-19.79,-5.5887,-3.509,2.0797,11.32741
QASCUI,0,3,-35.83,-5.1305,-3.1718,1.9587,9.97899
QAVFID,0,5,-38.2,-4.0794,-2.7908,1.2886,8.23501
QAWZET,0,4,-19.67,-4.9511,-1.6432,3.3079,6.06213
QAWZIX,1,4,-19.7,-9.3876,-5.9953,3.3923,4.34889
QAYBAT,0,5,-44.0,-4.0357,-1.645,2.3907,11.0973
QAYCEY,0,6,-26.26,-5.0423,-2.8,2.2423,7.40495
QAZCIF,0,2,26.77,-4.9419,-2.6956,2.2463,11.69409
QEDCOR,2,5,-30.27,-13.1164,-10.5224,2.594,0.0
QEDKOZ,0,4,-8.4,-6.1735,-3.2291,2.9444,1e-05
QEFDOW,0,6,-13.98,-6.2205,-4.3109,1.9096,3.97259
QEHKUL,1,1,24.18,-8.2495,-5.5021,2.7474,4.85871
QEHZIN,2,2,89.86,-11.5544,-9.1557,2.3987,2.28478
QEKCAN,0,2,60.89,-5.3539,-2.1387,3.2152,8.49872
QEKFET,0,3,-36.41,-4.8699,-1.9725,2.8974,7e-05
QENWUC,2,1,79.51,-11.0672,-6.6975,4.3697,0.0
QEQVEO,0,4,-33.57,-4.8911,-2.7988,2.0923,13.58618
QETKOS,3,2,48.88,-17.3436,-14.3546,2.989,0.08351
QETLAF,1,6,-61.43,-8.6665,-6.5618,2.1047,12.60032
QETVAM,0,3,-19.85,-4.3988,-3.1774,1.2214,18.76699
QEWGOR,0,1,25.61,-4.9806,-1.9922,2.9884,9.63309
QEZYUP,0,1,80.07,-4.632,-0.884,3.748,2.16786
QIDNAU,0,3,-33.79,-3.142,-0.7719,2.3701,5.29355
QIGGOC,1,1,75.5,-8.714,-5.5476,3.1664,1.2338
QIGRED,0,1,101.48,-6.7582,-1.9317,4.8265,16.7409
QIGRON,0,1,45.53,-5.7857,-2.6012,3.1845,8.04334
QIGSEE,0,1,87.76,-5.786,-1.5965,4.1895,10.94532
QIJTAE,0,6,-18.48,-5.4615,-3.3988,2.0627,8.01291
QILWUD,2,1,55.98,-12.3136,-9.5045,2.8091,6.90368
QIMXUI,-2,1,21.66,2.6306,4.95,2.3194,1e-05
QIRWIZ,1,5,-46.78,-7.5888,-4.5544,3.0344,7.87818
QIRWOF,1,5,-47.42,-7.4457,-5.2434,2.2023,8.1297
QIRWUL,1,5,-51.76,-7.4279,-5.3001,2.1278,8.63435
QITBEA,0,5,-65.07,-4.2825,-1.8749,2.4076,8.55452
QITSUJ,-2,4,-45.39,0.2779,3.5187,3.2408,0.26352
QITWUO,1,4,-7.17,-7.6948,-6.0492,1.6456,4.57508
QIVYEZ,0,5,-75.69,-5.7883,-3.4594,2.3289,6e-05
QIWCUU,0,1,14.51,-4.3973,-2.2279,2.1694,7.58691
QIWKOX,0,1,105.13,-5.2495,-1.7972,3.4523,1.77239
QIXCOR,0,5,-50.34,-3.9613,-2.0842,1.8771,12.37634
QIXDEI,0,5,-26.35,-3.4341,-1.9411,1.493,13.14397
QIXDIM,0,5,-49.45,-3.8889,-2.0016,1.8873,13.76355
QIYMAN,0,1,48.81,-4.9641,-2.3634,2.6007,6.64457
QIZCAF,0,5,-32.79,-4.203,-2.9886,1.2144,14.41495
QOBRIK,0,5,-34.65,-4.4684,-1.9696,2.4988,11.27082
QOCDUI01,0,4,0.87,-4.83,-3.2548,1.5752,5.46446
QOFDIZ,1,2,109.75,-8.7824,-6.4809,2.3015,3.9834
QOFVOW,0,4,-25.9,-5.267,-2.2289,3.0381,7.63337
QOGLAZ,0,4,-40.92,-4.7979,-1.428,3.3699,13.60671
QOGNAD,1,1,83.75,-10.3757,-6.933,3.4427,0.15433
QOJDEZ,0,3,-38.86,-4.6083,-1.6319,2.9764,1e-05
QOKSOY,0,1,118.89,-5.4239,-2.632,2.7919,4.10322
QOKYIY,0,1,108.68,-5.6346,-2.5748,3.0598,4.47061
QOLKIM,0,4,7.71,-5.0951,-3.3217,1.7734,10.54364
QOLZOH,0,6,-49.85,-4.308,-0.9046,3.4034,10.23798
QOMLOU,0,3,-31.87,-4.7466,-1.5449,3.2017,4.04029
QOMQOZ,1,5,-43.53,-7.7132,-6.1291,1.5841,4.95017
QOPWOK,0,3,2.77,-4.3083,-1.6306,2.6777,1.81441
QOQKIQ,2,3,-49.8,-14.7939,-10.1373,4.6566,0.0
QORDUY,-1,4,1.58,-1.593,0.3854,1.9784,9.12864
QORFAG,-2,4,9.49,2.2865,4.6123,2.3258,1.87315
QOSGEL,1,5,-49.58,-7.3295,-5.2227,2.1068,6.2934
QOSTAT,2,1,29.54,-11.0759,-8.3573,2.7186,3.88791
QOSZON,0,1,191.59,-6.0524,-1.0765,4.9759,3.244
QOWJOE,-1,4,-28.09,-1.5927,1.8488,3.4415,0.9044
QOXKUL,0,5,-48.93,-4.3053,-1.7862,2.5191,14.92011
QOXZAG,1,1,26.97,-8.2472,-6.2825,1.9647,1.1235
QOXZEK,1,1,33.41,-8.1393,-6.04,2.0993,0.09604
QOYFEQ,0,2,42.21,-5.6046,-3.2191,2.3855,6.62635
QOYWIN,0,6,-29.88,-4.005,-2.3622,1.6428,19.91388
QOZZUB,0,6,-20.21,-5.2738,-3.3538,1.92,8.17847
QUCBOG,-1,3,27.72,-1.8389,-0.569,1.2699,0.68743
QUGQUF,1,3,-35.27,-9.0097,-6.2123,2.7974,6.13908
QUHKIO,0,1,44.49,-5.1657,-2.7522,2.4135,1.86736
QUKTAS,0,5,-49.17,-3.6798,-1.6946,1.9852,7.41902
QUSJAQ,0,5,-38.11,-4.4524,-2.3451,2.1073,6.94814
QUSPOJ,1,1,83.41,-8.8267,-5.9123,2.9144,2.84971
QUTFIW,-3,4,-48.52,4.5372,8.6265,4.0893,0.30829
QUZWAL,-1,2,27.45,-2.2364,-0.5172,1.7192,10.2148
RABJOX,0,1,50.32,-3.6116,0.296,3.9076,6.7698
RABLAL,1,1,53.58,-8.6518,-5.7236,2.9282,2.08205
RABVOG,0,1,60.39,-4.4332,-1.3575,3.0757,5.17742
RACNIV,0,3,-25.23,-5.2802,-2.3539,2.9263,2.43261
RADLEO,0,1,44.46,-4.8291,-2.3033,2.5258,13.09244
RADSEU,1,1,108.58,-10.3334,-5.7321,4.6013,2.47669
RAFLIV,0,6,-44.61,-4.4699,-2.7498,1.7201,3.90326
RAGLOD,0,6,-50.94,-4.7995,-1.7637,3.0358,18.02721
RAHXAB,0,6,-52.81,-4.9032,-3.1835,1.7197,14.46489
RAKTAA,0,6,-26.38,-5.3562,-3.4382,1.918,5.02545
RALNUO,0,3,-4.8,-4.3606,-2.0035,2.3571,4.19693
RANJIA,1,5,-50.22,-7.9216,-5.69,2.2316,6.6567
RAPJAT,0,3,-45.81,-5.048,-1.7754,3.2726,0.00165
RARMIG,0,1,102.69,-5.3458,-1.368,3.9778,3.14115
RATBIY,0,4,-26.33,-5.0536,-2.3786,2.675,1.63592
RATCAR,0,6,-19.03,-3.9851,-1.8335,2.1516,5.28008
RATDIZ,2,1,80.67,-14.4624,-10.0314,4.431,3.80477
RATDOF,2,1,77.66,-13.8896,-9.3344,4.5552,3.7576
RAVYIX,1,5,-40.3,-8.0009,-5.2899,2.711,10.3697
RAWPUB,0,1,29.75,-4.6444,-2.5089,2.1355,16.68863
RAWRUF,0,4,-20.73,-4.591,-3.5893,1.0017,17.49145
RAWTEO,0,4,-16.25,-4.7604,-2.3873,2.3731,2.78958
