refcode,total_charge,multiplicity,HOMO_Ha,LUMO_Ha,gap_Ha,dipole_moment_Debye
TEQYIZ,1,1,-0.27676,-0.15443,0.12233,0.0001
TEQYOF,0,1,-0.19712,-0.11463,0.08249,10.8081
TETHEG,0,1,-0.20882,-0.11314,0.09568,10.8987
TETRUI,0,1,-0.16253,-0.0525,0.11003,8.623
TETSIX,0,1,-0.21397,-0.09415,0.11982,6.1573
TEVHAG,1,1,-0.31659,-0.22087,0.09572,6.0856
TEVHUA,0,1,-0.22432,-0.13175,0.09257,9.2601
TEVJAI,0,1,-0.21898,-0.1321,0.08688,9.1991
TEVJEM,0,1,-0.22683,-0.14802,0.07881,12.5291
TEVJIQ,0,1,-0.2244,-0.13099,0.09341,9.1317
TEVPIW,0,1,-0.18022,-0.09824,0.08198,1.4558
TEWMUE,0,1,-0.16486,-0.05432,0.11054,0.7012
TEWNAL,0,1,-0.16466,-0.05499,0.10967,0.6354
TEWNEP,0,1,-0.15919,-0.04908,0.11011,0.4013
TEWNIT,0,1,-0.16847,-0.05629,0.11218,5.037
TEWSOF,0,1,-0.21854,-0.12643,0.09211,9.4897
TEWZOM,0,1,-0.20961,-0.09612,0.11349,8.7518
TEXJAI,0,1,-0.13909,-0.10746,0.03163,16.3134
TEXJIQ,0,1,-0.13302,-0.10371,0.02931,12.1072
TEYDUZ,0,1,-0.17609,-0.07957,0.09652,3.8492
TEYFEK,0,1,-0.22114,-0.0949,0.12624,9.9158
TEYGAH,0,1,-0.17607,-0.0859,0.09017,1.9218
TEYJIS,0,1,-0.22178,-0.09352,0.12826,4.9013
TEYKAJ,0,1,-0.18555,-0.08691,0.09864,7.4643
TEYSIA,0,1,-0.16433,-0.10365,0.06068,10.2129
TEYSOG,0,1,-0.15972,-0.10105,0.05867,9.9607
TEZRIC,0,1,-0.18111,-0.09045,0.09066,1.7659
TEZSAV,1,1,-0.27066,-0.2143,0.05636,12.627
TEZXAA,0,1,-0.20364,-0.11605,0.08759,8.7225
TIBFUH,0,1,-0.17668,-0.0895,0.08718,7.9527
TICQOM,1,1,-0.32403,-0.22702,0.09701,9.7568
TICQUS,1,1,-0.32159,-0.22845,0.09314,6.5568
TICZOV,0,1,-0.15838,-0.10389,0.05449,12.4524
TIDVEK,1,1,-0.29834,-0.19046,0.10788,7.8382
TIDVIO,1,1,-0.29831,-0.19051,0.1078,7.8638
TIHDUL,0,1,-0.196,-0.11194,0.08406,10.9272
TIHFAT,0,1,-0.19423,-0.11089,0.08334,11.0711
TIHFEX,0,1,-0.1991,-0.1105,0.0886,10.4456
TIHVEM,0,1,-0.19123,-0.10824,0.08299,13.2334
TIHYIS,0,1,-0.17107,-0.105,0.06607,13.117
TIHYOY,0,1,-0.17374,-0.10885,0.06489,12.6355
TIHZAL,0,1,-0.17517,-0.1098,0.06537,12.3332
TIHZEP,0,1,-0.17264,-0.10831,0.06433,13.3631
TIJCOH,0,1,-0.16804,-0.06557,0.10247,1.1432
TIJCUN,0,1,-0.18087,-0.07889,0.10198,3.044
TIKHOM,0,1,-0.17645,-0.0929,0.08355,12.0116
TIKZOF,0,1,-0.18216,-0.07285,0.10931,2.8762
TILTAL,0,1,-0.21709,-0.10494,0.11215,9.2779
TILTEP,0,1,-0.19482,-0.07447,0.12035,7.7699
TINHIJ,0,1,-0.17966,-0.12023,0.05943,9.4361
TIPDIG,0,1,-0.15924,-0.06363,0.09561,0.0011
TIQHAE,0,1,-0.18411,-0.07234,0.11177,7.2148
TIQHEI,0,1,-0.18883,-0.06956,0.11927,5.8118
TIQHIM,0,1,-0.18618,-0.07598,0.1102,7.3552
TIQMAI,1,1,-0.28605,-0.1906,0.09545,8.1665
TIQMEM,1,1,-0.26087,-0.18857,0.0723,11.0229
TIQVAQ,1,1,-0.2549,-0.14009,0.11481,9.8778
TIRCAB,1,1,-0.26873,-0.16525,0.10348,2.3759
TISDUX,0,1,-0.18824,-0.08025,0.10799,6.3728
TITFOT,1,1,-0.31052,-0.2033,0.10722,8.7185
TOCXEQ,0,1,-0.18757,-0.09007,0.0975,14.4827
TOFVIV,0,1,-0.19501,-0.12241,0.0726,8.8676
TOFWES,0,1,-0.18665,-0.11988,0.06677,8.5111
TOFWIW,0,1,-0.19993,-0.13367,0.06626,9.1665
TOGFEC,0,1,-0.18842,-0.08331,0.10511,1.6209
TOGHOO,0,1,-0.18371,-0.0843,0.09941,1.3437
TOGHUU,0,1,-0.18594,-0.09339,0.09255,4.467
TOGJAC,0,1,-0.20432,-0.10422,0.1001,8.0786
TOGJEG,0,1,-0.19719,-0.09051,0.10668,4.1506
TOGJIK,0,1,-0.2011,-0.09878,0.10232,6.2393
TOGJOQ,0,1,-0.19106,-0.08646,0.1046,2.0359
TOHGAB,0,1,-0.17524,-0.10472,0.07052,9.1524
TOKGIK,0,1,-0.15322,-0.04533,0.10789,6.4721
TOKGOR,1,1,-0.27791,-0.18995,0.08796,10.694
TOKHAE,1,1,-0.27743,-0.1884,0.08903,11.458
TOKHEI,1,1,-0.27855,-0.18925,0.0893,10.8179
TOKKOU,0,1,-0.16062,-0.0811,0.07952,4.5887
TOKKUA,0,1,-0.15973,-0.10245,0.05728,5.5806
TOKQIW,0,1,-0.15228,-0.07237,0.07991,9.0515
TOMJOV,1,1,-0.25062,-0.21242,0.0382,13.5694
TOMKAI,1,1,-0.25406,-0.21028,0.04378,11.332
TOMLEN,0,1,-0.18673,-0.07602,0.11071,7.7172
TOMLIR,0,1,-0.19272,-0.09329,0.09943,7.1253
TOMLOX,0,1,-0.18958,-0.08281,0.10677,6.2193
TOPGAH,1,1,-0.28432,-0.13875,0.14557,0.4127
TOPLUI,0,1,-0.16579,-0.05421,0.11158,6.1443
TORDAG,0,1,-0.19566,-0.11466,0.081,11.0272
TOTHAN,1,1,-0.27821,-0.16497,0.11324,4.7874
TOTHER,1,1,-0.27316,-0.16311,0.11005,5.331
TOWHIY,0,1,-0.17507,-0.07196,0.10311,1.2453
TOWHUK,0,1,-0.17821,-0.07507,0.10314,2.0561
TOXYAG,0,1,-0.2053,-0.12482,0.08048,11.5241
TOXYIO,0,1,-0.18252,-0.12778,0.05474,9.4237
TTRPNI,0,1,-0.17084,-0.10524,0.0656,0.0007
TUDROA,1,1,-0.268,-0.12387,0.14413,2.3163
TUJXOM,0,1,-0.20377,-0.10588,0.09789,9.2757
TUKQEX,0,1,-0.20533,-0.04209,0.16324,8.2645
TUKQIB,0,1,-0.20232,-0.0307,0.17162,9.0748
TUKRAU,0,1,-0.21199,-0.03322,0.17877,8.6766
TUKREY,0,1,-0.20823,-0.03244,0.17579,9.2853
TUKRIC,0,1,-0.20347,-0.01985,0.18362,9.2491
TUKWAY,0,1,-0.18182,-0.06081,0.12101,3.5066
TUMCOT,0,1,-0.18951,-0.09895,0.09056,12.0564
TUNJES,1,1,-0.27266,-0.14055,0.13211,0.5433
TUNNOH,1,1,-0.32285,-0.16367,0.15918,7.302
TUNSAY,0,1,-0.18281,-0.08474,0.09807,8.8357
TUQBUE,0,1,-0.1999,-0.07944,0.12046,4.778
TURTAD,0,1,-0.18416,-0.07485,0.10931,2.4652
TURTIL,0,1,-0.18957,-0.0758,0.11377,2.3161
TUTQEE,1,1,-0.28417,-0.18754,0.09663,0.7783
TUTQII,1,1,-0.28242,-0.18125,0.10117,1.6751
TUVFIB,0,1,-0.20499,-0.10446,0.10053,1.1533
TUVFOH,0,1,-0.20761,-0.10117,0.10644,0.5783
TUWNAC,0,1,-0.19493,-0.10725,0.08768,2.6531
TUWQAF,1,1,-0.29436,-0.1487,0.14566,8.0442
TUWQEJ,1,1,-0.26887,-0.15476,0.11411,7.3338
TUWQIN,0,1,-0.16204,-0.0738,0.08824,13.2058
TUWQOT,0,1,-0.16807,-0.07543,0.09264,13.2741
TUWQUZ,0,1,-0.1656,-0.07509,0.09051,12.2186
TUWRAG,0,1,-0.15785,-0.07448,0.08337,12.9489
TUWREK,1,1,-0.2667,-0.17738,0.08932,5.5486
TUXGAU,-1,1,-0.06845,0.02048,0.08893,6.3097
TUXGEY,-1,1,-0.07393,0.02128,0.09521,5.0554
UBICUG,0,1,-0.18594,-0.04776,0.13818,1.3526
UBIGUK,0,1,-0.19637,-0.08924,0.10713,7.9753
UCEDEL,0,1,-0.20959,-0.05916,0.15043,4.1306
UCEQOL,0,1,-0.19518,-0.10305,0.09213,2.8081
UCIZEO,0,1,-0.17146,-0.04911,0.12235,6.24
UCUSIW,0,1,-0.16651,-0.10274,0.06377,4.3444
UDEZIO,0,1,-0.18374,-0.07202,0.11172,3.9012
UDIJUN,0,1,-0.19209,-0.08489,0.1072,7.938
UDIKEY,1,1,-0.30621,-0.19101,0.1152,4.9586
UDOVUH,1,1,-0.27174,-0.17593,0.09581,4.4711
UDOWAO,1,1,-0.27223,-0.17784,0.09439,5.1568
UDOWES,1,1,-0.27046,-0.17254,0.09792,4.0335
UDOWIW,1,1,-0.27139,-0.17759,0.0938,4.9987
UDOXAP,1,1,-0.27136,-0.17237,0.09899,4.1458
UDOXET,1,1,-0.26898,-0.17363,0.09535,3.6917
UDOXIX,1,1,-0.27148,-0.17791,0.09357,4.8659
UDOXOD,1,1,-0.27269,-0.17704,0.09565,4.9892
UFOSUE,1,1,-0.3206,-0.22871,0.09189,7.0519
UFOTAL,1,1,-0.30931,-0.22579,0.08352,7.0818
UFOXAR,0,1,-0.17171,-0.06907,0.10264,2.531
UFUKOV,0,1,-0.17049,-0.06967,0.10082,3.3225
UGAMOG,1,1,-0.2569,-0.17413,0.08277,5.388
UGANUO,1,1,-0.26564,-0.17393,0.09171,3.8768
UGATUT,0,1,-0.20476,-0.14161,0.06315,11.2036
UGETUW,0,1,-0.19355,-0.107,0.08655,5.3995
UGEVAE,0,1,-0.18936,-0.10388,0.08548,6.5141
UGINII,0,1,-0.18728,-0.08882,0.09846,1.233
UGOPOX,0,1,-0.18716,-0.0675,0.11966,13.7937
UGOPUD,0,1,-0.20205,-0.08097,0.12108,16.512
UGUCIK,0,1,-0.15359,-0.04383,0.10976,3.7444
UGUCOQ,0,1,-0.15933,-0.0454,0.11393,6.5038
UGUHAH,0,1,-0.2018,-0.13188,0.06992,0.1181
UGUSAQ,0,1,-0.18786,-0.10833,0.07953,9.5567
UHIJIF,1,1,-0.32073,-0.19695,0.12378,1.4307
UHIJOL,1,1,-0.31157,-0.18699,0.12458,0.7342
UHINAC,1,1,-0.27707,-0.17676,0.10031,4.231
UHINUW,1,1,-0.30978,-0.19347,0.11631,7.4261
UHIPEI,1,1,-0.30164,-0.19046,0.11118,8.4979
UHIPIM,1,1,-0.30453,-0.19076,0.11377,6.7259
UHOGIJ,0,1,-0.1833,-0.08008,0.10322,0.2741
UJITUC,0,1,-0.18058,-0.0849,0.09568,0.0018
UKEYEP,-1,1,-0.09467,0.02194,0.11661,12.3304
UKIPAG,0,1,-0.15651,-0.0457,0.11081,2.6574
UKOSEU,1,1,-0.27813,-0.17581,0.10232,7.0848
UKOSUK,0,1,-0.21032,-0.08975,0.12057,9.1119
UKUGUE,1,1,-0.2809,-0.17803,0.10287,8.3459
UKULAP,0,1,-0.15877,-0.09255,0.06622,5.1812
ULIGUT,0,1,-0.11882,-0.06625,0.05257,7.6384
ULOZEB,1,1,-0.25736,-0.18915,0.06821,18.4072
ULUCIP,0,1,-0.18406,-0.07539,0.10867,3.2796
ULUDAI,0,1,-0.1844,-0.09047,0.09393,2.978
ULUJOC,0,1,-0.18902,-0.1013,0.08772,1.105
ULULAP,0,1,-0.19112,-0.04061,0.15051,18.554
UMIMUA,0,1,-0.20635,-0.12906,0.07729,9.7657
UMIPEM,0,1,-0.19621,-0.05693,0.13928,12.052
UMIQOX,0,1,-0.19879,-0.09545,0.10334,4.2216
UMOQAP,0,1,-0.18058,-0.08815,0.09243,0.4563
UMOQOD,0,1,-0.18587,-0.0912,0.09467,0.0003
UMUGIS,0,1,-0.23347,-0.12318,0.11029,14.7757
UNAZOZ,0,1,-0.16069,-0.06925,0.09144,2.7689
UNAZUF,0,1,-0.17137,-0.06843,0.10294,5.692
UNIVEU,0,1,-0.20019,-0.09447,0.10572,4.6744
UNIVIY,0,1,-0.19629,-0.10133,0.09496,0.9855
UNIVOE,0,1,-0.20346,-0.09776,0.1057,3.1323
UNIVUK,0,1,-0.20104,-0.09729,0.10375,3.5294
UNIWAR,0,1,-0.19311,-0.08679,0.10632,6.2991
UNOGAG,0,1,-0.1805,-0.08221,0.09829,6.3122
UPOMUI,1,1,-0.27798,-0.19011,0.08787,6.2205
UPONAP,0,1,-0.16512,-0.04491,0.12021,4.4425
UPUDUG,0,1,-0.1966,-0.10171,0.09489,8.6217
UPURII,0,1,-0.19229,-0.09812,0.09417,10.8935
UPUTEF,0,1,-0.18631,-0.06968,0.11663,5.6268
UQIBOM,1,1,-0.28349,-0.15712,0.12637,2.8397
UQIQIW,0,1,-0.17749,-0.09487,0.08262,8.2159
UQOWED,0,1,-0.17133,-0.08712,0.08421,3.9809
UQOWIH,0,1,-0.18923,-0.06053,0.1287,4.3221
UQUQAA,0,1,-0.18096,-0.08608,0.09488,0.8571
USAKUW,0,1,-0.20046,-0.08018,0.12028,10.3699
USAZAR,0,1,-0.16552,-0.05798,0.10754,7.1091
USEDED,0,1,-0.17761,-0.08171,0.0959,0.0537
USEDIH,0,1,-0.17362,-0.07511,0.09851,0.0169
USEDUT,0,1,-0.1714,-0.08017,0.09123,0.0312
USEFIJ,0,1,-0.18419,-0.0881,0.09609,0.1293
USEJIN,0,1,-0.19613,-0.08404,0.11209,5.5595
USEYOH,0,1,-0.21098,-0.06044,0.15054,9.4058
USIRUK,0,1,-0.19052,-0.08163,0.10889,0.062
USIVAV,0,1,-0.19696,-0.09175,0.10521,0.0521
USIVEZ,0,1,-0.19096,-0.0919,0.09906,0.0081
UTADAV,1,1,-0.28211,-0.18117,0.10094,5.9696
UTATUG,0,1,-0.17359,-0.08871,0.08488,3.4422
UTAVAO,0,1,-0.17942,-0.09028,0.08914,0.3328
UTEQAN,0,1,-0.18524,-0.10087,0.08437,5.6775
UTIVIE,1,1,-0.24513,-0.16434,0.08079,0.4325
UTIWEB,1,1,-0.24514,-0.16412,0.08102,0.3242
UTIWOL,1,1,-0.24571,-0.1674,0.07831,0.1222
UTIWUR,1,1,-0.24576,-0.16741,0.07835,0.2012
UTOPUQ,0,1,-0.19995,-0.05907,0.14088,4.9474
UTOQAX,0,1,-0.18722,-0.05305,0.13417,5.1033
UTOQEB,0,1,-0.22331,-0.0767,0.14661,10.8057
UVUFIB,1,1,-0.26517,-0.17646,0.08871,11.485
UWIBIN,0,1,-0.22541,-0.15178,0.07363,29.9914
UWONEA,1,1,-0.27356,-0.21767,0.05589,0.457
UWOPEC,1,1,-0.26813,-0.1914,0.07673,11.9736
UWUKUT,1,1,-0.29298,-0.14118,0.1518,0.0009
UWULEF,0,1,-0.18631,-0.07279,0.11352,2.8594
UWUPOS,0,1,-0.13838,-0.06545,0.07293,7.7674
UWUQAF,0,1,-0.13724,-0.05135,0.08589,8.0324
UXIKUI,0,1,-0.18296,-0.10497,0.07799,0.5688
UXILAP,0,1,-0.18693,-0.10087,0.08606,1.3731
UXILET,0,1,-0.17501,-0.07101,0.104,0.7401
UXILIX,0,1,-0.1746,-0.07089,0.10371,0.4755
UXOBAM,0,1,-0.18519,-0.10563,0.07956,10.3115
UXOCAN,0,1,-0.19869,-0.0608,0.13789,11.3278
UXUPUZ,1,1,-0.28705,-0.18746,0.09959,10.3511
UXUQAG,0,1,-0.18225,-0.04564,0.13661,10.7631
UXUQEK,0,1,-0.17525,-0.04147,0.13378,5.377
UZAMAK,1,1,-0.28922,-0.19732,0.0919,6.5106
UZAMOY,0,1,-0.17578,-0.06222,0.11356,5.0039
UZEVAY,1,1,-0.27131,-0.14948,0.12183,7.5742
UZEVEC,0,1,-0.1957,-0.08649,0.10921,13.2377
UZITED,0,1,-0.18124,-0.07438,0.10686,2.5784
UZITIH,0,1,-0.19045,-0.09632,0.09413,4.919
UZITON,0,1,-0.18918,-0.08903,0.10015,1.6977
UZITUT,0,1,-0.17806,-0.07235,0.10571,3.192
VACQUL,0,1,-0.18589,-0.09174,0.09415,0.8903
VADDOW,1,1,-0.30086,-0.20612,0.09474,9.1658
VAFQEY,0,1,-0.18283,-0.08862,0.09421,0.433
VAKDIW,0,1,-0.19678,-0.10439,0.09239,9.8955
VAKKAV,1,1,-0.27213,-0.14046,0.13167,0.556
VAKKEZ,1,1,-0.27533,-0.14047,0.13486,0.3231
VAKKID,1,1,-0.27456,-0.14037,0.13419,0.3411
VAKKOJ,1,1,-0.2752,-0.13998,0.13522,0.3821
VAKSUY,0,1,-0.16434,-0.09012,0.07422,6.5205
VALYEP,1,1,-0.25834,-0.1814,0.07694,11.6361
VAMJAX,0,1,-0.18647,-0.11735,0.06912,5.9024
VAMTUB,0,1,-0.19256,-0.1124,0.08016,13.7407
VANYOB,1,1,-0.26175,-0.16271,0.09904,5.548
VANYUH,1,1,-0.26647,-0.169,0.09747,5.1909
VANZAO,1,1,-0.29033,-0.218,0.07233,6.0224
VANZES,1,1,-0.27387,-0.17784,0.09603,5.0475
VAPBOF,1,1,-0.30573,-0.19553,0.1102,7.3072
VAPBUL,0,1,-0.18822,-0.08954,0.09868,10.3621
VAPCAS,1,1,-0.30337,-0.18193,0.12144,7.6485
VAPNUY,0,1,-0.1921,-0.07056,0.12154,4.2153
VAPPAG,0,1,-0.1931,-0.0614,0.1317,4.398
VAPPEK,0,1,-0.19188,-0.05995,0.13193,4.3353
VAPTUC,0,1,-0.18765,-0.11095,0.0767,4.0299
VARPEL,0,1,-0.19867,-0.1062,0.09247,0.0082
VASYAQ,0,1,-0.16258,-0.09453,0.06805,0.0122
VAVPAM,0,1,-0.16859,-0.04692,0.12167,0.6314
VAVRAN,0,1,-0.18476,-0.09841,0.08635,2.3943
VAVRER,0,1,-0.18257,-0.10451,0.07806,1.4157
VAWCEE,1,1,-0.33334,-0.22552,0.10782,8.8746
VAWDAZ,1,1,-0.29269,-0.19775,0.09494,2.3279
VAWDIJ,1,1,-0.26417,-0.17106,0.09311,5.122
VAWDOP,1,1,-0.2709,-0.16932,0.10158,4.4229
VAWDUV,1,1,-0.26559,-0.17266,0.09293,4.3411
VAWFAD,1,1,-0.26782,-0.17289,0.09493,3.8021
VAWSAQ,0,1,-0.2075,-0.08576,0.12174,6.4929
VAWSOE,0,1,-0.20621,-0.05607,0.15014,10.556
VAYCEE,0,1,-0.18227,-0.11435,0.06792,0.9772
VAYDAB,0,1,-0.18488,-0.10115,0.08373,3.4752
VAZHEL,0,1,-0.20307,-0.07749,0.12558,4.0527
VAZHIP,0,1,-0.19981,-0.07714,0.12267,4.1543
VAZHOV,0,1,-0.19487,-0.07965,0.11522,3.9389
VAZHUB,0,1,-0.1949,-0.07978,0.11512,4.0004
VAZMOZ,1,1,-0.27464,-0.17239,0.10225,2.3938
VEBLOF,1,1,-0.2847,-0.16668,0.11802,8.1842
VECNOI,0,1,-0.15328,-0.11672,0.03656,14.2273
VECNUO,0,1,-0.15362,-0.11619,0.03743,14.0583
VECPEA,0,1,-0.14733,-0.10923,0.0381,16.6568
VECPIE,0,1,-0.15184,-0.11484,0.037,14.9667
VEDGOC,0,1,-0.17915,-0.08233,0.09682,7.507
VEDLEX,1,1,-0.24157,-0.19541,0.04616,8.1156
VEFPUU,1,1,-0.29945,-0.20414,0.09531,11.8819
VEGFOD,0,1,-0.18534,-0.0683,0.11704,5.6212
VEHLUR,0,1,-0.18605,-0.11164,0.07441,10.4096
VEHMAY,0,1,-0.17563,-0.12013,0.0555,12.5025
VEHMEC,0,1,-0.20277,-0.10591,0.09686,9.4282
VEHMOM,0,1,-0.19426,-0.1078,0.08646,10.5134
VEHQIJ,0,1,-0.08587,-0.07633,0.00954,1.0906
VEJVAK,0,1,-0.18038,-0.07477,0.10561,4.11
VEJVEO,0,1,-0.17817,-0.07437,0.1038,2.1605
VEMPUA,0,1,-0.20592,-0.13009,0.07583,11.6585
VEMQAH,0,1,-0.20589,-0.12988,0.07601,13.6239
VEMQEL,0,1,-0.20391,-0.12812,0.07579,14.8886
VEMQIP,0,1,-0.21162,-0.09036,0.12126,6.0863
VENLOR,0,1,-0.18886,-0.08974,0.09912,0.0048
VEQWOF,0,1,-0.19949,-0.11868,0.08081,8.2407
VETLIR,0,1,-0.18871,-0.09516,0.09355,11.1184
VETTET,0,1,-0.17025,-0.07438,0.09587,0.001
VEWJAJ,0,1,-0.18903,-0.11415,0.07488,8.8216
VEWSAU,0,1,-0.18511,-0.10065,0.08446,10.9425
VEXJOZ,0,1,-0.21032,-0.05847,0.15185,9.8547
VEZVED,1,1,-0.34181,-0.19956,0.14225,7.5622
VEZXIJ,0,1,-0.20388,-0.09433,0.10955,10.259
VIBCOA,0,1,-0.17397,-0.05584,0.11813,10.2538
VIBCUG,0,1,-0.17096,-0.05689,0.11407,10.8995
VIBDER,0,1,-0.17504,-0.05678,0.11826,10.1734
VIBJEY,1,1,-0.2989,-0.1826,0.1163,0.789
VIBKOJ,0,1,-0.1785,-0.07417,0.10433,1.5773
VIBVEI,0,1,-0.15147,-0.04198,0.10949,2.9266
VIBWOU,0,1,-0.17694,-0.07813,0.09881,9.5113
VICMOM,0,1,-0.15694,-0.09274,0.0642,8.0949
VICNAZ,0,1,-0.18338,-0.09943,0.08395,10.1684
VICNON,0,1,-0.15155,-0.08997,0.06158,6.6714
VICRAD,1,1,-0.27433,-0.17786,0.09647,5.1531
VICREH,1,1,-0.28303,-0.19444,0.08859,3.849
VICROR,1,1,-0.28809,-0.1952,0.09289,4.7301
VICTAF,1,1,-0.30148,-0.15537,0.14611,7.6553
VIDPIK,0,1,-0.1828,-0.07521,0.10759,6.5414
VIDRAC,0,1,-0.16755,-0.0887,0.07885,2.7309
VIHCUM,0,1,-0.20055,-0.08373,0.11682,9.4341
VIHDAT,0,1,-0.18928,-0.0759,0.11338,6.8534
VIHDEX,0,1,-0.19873,-0.09148,0.10725,6.7828
VIHDOH,0,1,-0.17059,-0.063,0.10759,2.7571
VIHHIG,0,1,-0.19125,-0.06261,0.12864,5.3245
VIHXOB,0,1,-0.16079,-0.08354,0.07725,8.6578
VIKNAH,0,1,-0.18082,-0.10208,0.07874,5.609
VIMHUV,0,1,-0.20039,-0.08127,0.11912,9.1255
VIMJEH,0,1,-0.20779,-0.08613,0.12166,7.6535
VIMPIR,0,1,-0.19403,-0.08254,0.11149,0.2208
VIMZAV,0,1,-0.16881,-0.05302,0.11579,10.8189
VIPLEO,0,1,-0.19879,-0.0949,0.10389,10.1711
VIPLIS,0,1,-0.20505,-0.10758,0.09747,13.0249
VIQLOX,0,1,-0.2094,-0.10313,0.10627,12.4553
VISBUV,1,1,-0.2932,-0.19423,0.09897,9.3743
VISRUM,1,1,-0.24617,-0.16765,0.07852,0.2959
VISSAT,1,1,-0.24556,-0.16736,0.0782,0.061
VIWKEU,0,1,-0.16215,-0.07121,0.09094,20.5087
VIWKIY,1,1,-0.26298,-0.17771,0.08527,5.4935
VIWPUP,1,1,-0.32229,-0.22911,0.09318,5.709
VIXPIE,0,1,-0.19002,-0.10724,0.08278,10.4861
VIXRAW,1,1,-0.32021,-0.22253,0.09768,10.7566
VIYMUL,0,1,-0.17058,-0.09006,0.08052,7.6454
VIYRIF,0,1,-0.14183,-0.09875,0.04308,12.3862
VIZKEW,1,1,-0.27304,-0.16201,0.11103,4.3341
VOCHOM,0,1,-0.15212,-0.0597,0.09242,0.0033
VOCVER,0,1,-0.16841,-0.07238,0.09603,3.4405
VOCVIV,0,1,-0.16759,-0.0744,0.09319,4.7933
VOCVOB,0,1,-0.16617,-0.08469,0.08148,3.8835
VOCVUH,0,1,-0.16982,-0.082,0.08782,2.9437
VOCYIY,0,1,-0.17105,-0.07275,0.0983,5.7416
VOCYUK,0,1,-0.18504,-0.074,0.11104,10.8402
VODHOM,1,1,-0.28474,-0.18922,0.09552,8.2802
VODHUS,1,1,-0.30091,-0.19778,0.10313,12.04
VOGCUS,0,1,-0.17789,-0.06796,0.10993,8.4088
VOGDON,0,1,-0.19169,-0.07237,0.11932,4.8997
VOGDUT,0,1,-0.18751,-0.07076,0.11675,4.6058
VOGSEQ,0,1,-0.18426,-0.09911,0.08515,11.6543
VOHHIM,-1,1,-0.0696,-0.06172,0.00788,18.4514
VOHHOS,-1,1,-0.0696,-0.06168,0.00792,18.325
VOHJUA,0,1,-0.15279,-0.10346,0.04933,11.7197
VOHXOI,0,1,-0.21195,-0.03905,0.1729,7.9612
VOHXUO,0,1,-0.21163,-0.03731,0.17432,8.0127
VOJBII,1,1,-0.25349,-0.2124,0.04109,2.3956
VOKSOE,0,1,-0.19329,-0.13341,0.05988,7.8186
VONLIW,0,1,-0.17061,-0.06279,0.10782,1.9221
VONLOC,0,1,-0.17217,-0.06406,0.10811,1.9949
VOPXUW,0,1,-0.18303,-0.08519,0.09784,5.5529
VORQUQ,0,1,-0.17733,-0.05523,0.1221,0.9438
VOYJAU,0,1,-0.1873,-0.02723,0.16007,12.4812
VOYQAD,0,1,-0.17495,-0.10537,0.06958,8.4713
VOZREJ,0,1,-0.19072,-0.08929,0.10143,3.2821
VOZRIN,0,1,-0.187,-0.09036,0.09664,2.5656
VOZWIS,0,1,-0.17269,-0.0731,0.09959,3.9659
VOZWOY,0,1,-0.18129,-0.07693,0.10436,4.2017
VOZWUE,0,1,-0.17251,-0.07833,0.09418,4.0863
VUCJEK,1,1,-0.31482,-0.12719,0.18763,0.1897
VUCJUA,1,1,-0.32228,-0.1304,0.19188,1.2047
VUCKAH,1,1,-0.31952,-0.13054,0.18898,2.3792
VUCKEL,1,1,-0.31362,-0.13041,0.18321,0.8091
VUCPOZ,0,1,-0.18686,-0.07734,0.10952,9.9712
VUDKOV,1,1,-0.3011,-0.18504,0.11606,0.6002
VUFTEV,0,1,-0.17428,-0.10784,0.06644,5.2759
VUJHEP,0,1,-0.20251,-0.12507,0.07744,10.3595
VUJHOZ,0,1,-0.20429,-0.12647,0.07782,10.4191
VUJHUF,0,1,-0.20422,-0.12655,0.07767,10.4357
VUJJAN,0,1,-0.19997,-0.131,0.06897,10.6032
VUJJIV,0,1,-0.20739,-0.13117,0.07622,10.9506
VUJJUH,0,1,-0.21648,-0.13905,0.07743,11.933
VUJKES,0,1,-0.2184,-0.14266,0.07574,12.1211
VUJKOC,0,1,-0.22281,-0.14585,0.07696,12.1755
VUJMEU,0,1,-0.18351,-0.08371,0.0998,8.2552
VUJMOE,0,1,-0.1861,-0.09883,0.08727,11.2169
VUMKAQ,1,1,-0.28056,-0.17629,0.10427,4.119
VUMNUN,0,1,-0.17341,-0.10305,0.07036,9.9995
VUMPAV,0,1,-0.17796,-0.10929,0.06867,8.3547
VUMWEH,1,1,-0.36098,-0.21241,0.14857,7.4158
VUMWIL,1,1,-0.29286,-0.21263,0.08023,9.0544
VUMWOR,1,1,-0.35979,-0.21396,0.14583,6.4655
VUMWUX,0,1,-0.17014,-0.0895,0.08064,10.456
VUMXAE,0,1,-0.16873,-0.1006,0.06813,7.3485
VUPCIT,0,1,-0.20975,-0.06294,0.14681,9.3967
VUPQAA,0,1,-0.21242,-0.10214,0.11028,10.659
VUPQEE,0,1,-0.21194,-0.1023,0.10964,10.6858
VUQDUI,0,1,-0.21302,-0.10302,0.11,10.4841
VURFIY,0,1,-0.18699,-0.11354,0.07345,5.1764
VURGAR,0,1,-0.18778,-0.11102,0.07676,4.6781
VUSJAW,0,1,-0.17703,-0.04896,0.12807,5.9285
VUTNIH,0,1,-0.18045,-0.16242,0.01803,4.4565
VUTYAM,1,1,-0.2812,-0.20592,0.07528,12.6969
VUXDOH,0,1,-0.17876,-0.09882,0.07994,7.4233
